2362,#rncwithbernie                ,2016-07-22
2364,#rncincle                     ,2016-07-22
2365,#rncincle                     ,2016-07-22
2366,#rncincle                     ,2016-07-22
2368,#rncincle                     ,2016-07-22
2371,#rncincle                     ,2016-07-22
2372,#rncincle                     ,2016-07-22
2375,#makeamericagreatagain        ,2016-07-22
2375,#trumpiswithyou               ,2016-07-22
2375,#rncincle                     ,2016-07-22
2376,#rncincle                     ,2016-07-22
2378,#rncincle                     ,2016-07-22
2379,#rncincle                     ,2016-07-21
2383,#standtogether                ,2016-07-21
2383,#nato                         ,2016-07-21
2384,#trumpyourself                ,2016-07-21
2386,#rncincle                     ,2016-07-21
2390,#rncincle                     ,2016-07-21
2392,#trumppence2016               ,2016-07-21
2392,#rncincle                     ,2016-07-21
2393,#trumpyourself                ,2016-07-21
2394,#trumpyourself                ,2016-07-21
2396,#rncincle                     ,2016-07-21
2397,#trumpyourself                ,2016-07-21
2402,#rncincle                     ,2016-07-21
2403,#rncincle                     ,2016-07-21
2403,#americafirst                 ,2016-07-21
2407,#americafirst                 ,2016-07-21
2407,#gopconvention                ,2016-07-21
2407,#gopincle                     ,2016-07-21
2410,#rncincle                     ,2016-07-21
2412,#rncincle                     ,2016-07-21
2413,#rncincle                     ,2016-07-21
2414,#rncincle                     ,2016-07-21
2417,#rncincle                     ,2016-07-21
2418,#rncincle                     ,2016-07-21
2418,#americafirst                 ,2016-07-21
2419,#rncincle                     ,2016-07-21
2421,#rncincle                     ,2016-07-21
2422,#rncincle                     ,2016-07-21
2423,#rncincle                     ,2016-07-21
2423,#americafirst                 ,2016-07-21
2424,#rncincle                     ,2016-07-21
2425,#rncincle                     ,2016-07-21
2426,#rncincle                     ,2016-07-21
2428,#americafirst                 ,2016-07-21
2430,#rncincle                     ,2016-07-20
2431,#rncincle                     ,2016-07-20
2431,#americafirst                 ,2016-07-20
2431,#gopconvention                ,2016-07-20
2438,#citizensunited               ,2016-07-20
2439,#rncincle                     ,2016-07-20
2451,#rncincle's                   ,2016-07-20
2453,#rncincle                     ,2016-07-20
2454,#rncincle                     ,2016-07-20
2455,#rncincle                     ,2016-07-20
2457,#rncincle                     ,2016-07-20
2458,#rncincle                     ,2016-07-20
2459,#rncincle                     ,2016-07-20
2461,#rncincle                     ,2016-07-20
2462,#rncincle                     ,2016-07-20
2464,#rncincle                     ,2016-07-20
2465,#rncincle                     ,2016-07-20
2466,#rncincle                     ,2016-07-20
2474,#rncincle                     ,2016-07-19
2487,#gopconvention                ,2016-07-19
2488,#rncincle                     ,2016-07-19
2489,#rncincle                     ,2016-07-19
2492,#rncincle                     ,2016-07-19
2493,#rncincle                     ,2016-07-19
2496,#rncincle                     ,2016-07-19
2497,#rncincle                     ,2016-07-19
2500,#rncincle                     ,2016-07-19
2501,#rncincle                     ,2016-07-18
2501,#gopconvention                ,2016-07-18
2502,#rncincle                     ,2016-07-18
2505,#rncincle                     ,2016-07-18
2512,#strongertogether             ,2016-07-18
2516,#makeamericasafeagain         ,2016-07-18
2530,#aidsfreegeneration           ,2016-07-18
2533,#rncincle                     ,2016-07-18
2540,#60minutes                    ,2016-07-17
2561,#citizensunited               ,2016-07-16
2561,#campaignfinance              ,2016-07-16
2563,#trumppence16                 ,2016-07-16
2567,#imwithher                    ,2016-07-16
2577,#turkey                       ,2016-07-15
2578,#mikepence                    ,2016-07-15
2592,#nevertrump                   ,2016-07-15
2601,#juntossepuede                ,2016-07-14
2603,#irandeal                     ,2016-07-14
2619,#imwithyou                    ,2016-07-14
2620,#imwithyou                    ,2016-07-14
2620,#trump2016                    ,2016-07-14
2626,#fixdemocracyfirst            ,2016-07-14
2633,#crookedhillary               ,2016-07-13
2640,#crookedhillary               ,2016-07-13
2661,#feelthebern                  ,2016-07-13
2661,#imwithher                    ,2016-07-13
2665,#imwithyou                    ,2016-07-13
2665,#crookedhillary               ,2016-07-13
2666,#imwithyou                    ,2016-07-13
2668,#trump2016                    ,2016-07-13
2671,#naacp107                     ,2016-07-12
2673,#imwithyou                    ,2016-07-12
2673,#trump2016                    ,2016-07-12
2675,#work                         ,2016-07-12
2676,#crookedhillary               ,2016-07-12
2682,#crookedhillary               ,2016-07-12
2712,#stopthehate                  ,2016-07-12
2712,#orlando                      ,2016-07-12
2716,#imwithyou                    ,2016-07-12
2729,#srebrenica                   ,2016-07-11
2729,#neverforget                  ,2016-07-11
2734,#trump2016                    ,2016-07-11
2747,#trump2016                    ,2016-07-09
2749,#wimbledon                    ,2016-07-09
2775,#tbt                          ,2016-07-08
2780,#trump2016                    ,2016-07-07
2780,#americafirst                 ,2016-07-07
2781,#trump2016                    ,2016-07-07
2785,#philandocastile              ,2016-07-07
2787,#americafirst                 ,2016-07-07
2787,#trump2016                    ,2016-07-07
2790,#frozen                       ,2016-07-07
2863,#firstinpotus                 ,2016-07-05
2867,#riggedsystem                 ,2016-07-05
2883,#americafirst                 ,2016-07-04
2883,#trump2016                    ,2016-07-04
2907,#imwithyou                    ,2016-07-02
2908,#leadright2016                ,2016-07-02
2908,#americafirst                 ,2016-07-02
2910,#americafirst                 ,2016-07-02
2911,#americafirst                 ,2016-07-02
2912,#americafirst                 ,2016-07-02
2912,#imwithyou                    ,2016-07-02
2916,#americafirst                 ,2016-07-02
2916,#imwithyou                    ,2016-07-02
2919,#wcs16                        ,2016-07-01
2919,#imwithyou                    ,2016-07-01
2921,#americafirst                 ,2016-07-01
2921,#imwithyou                    ,2016-07-01
2923,#americafirst                 ,2016-07-01
2927,#makersandtakers              ,2016-07-01
2933,#tbt                          ,2016-07-01
2941,#stopthehate                  ,2016-06-30
2948,#wakeupamerica                ,2016-06-30
2973,#trump2016                    ,2016-06-29
2979,#creatorsaskhrc               ,2016-06-29
2982,#creatorsaskhrc               ,2016-06-28
2990,#trump2016                    ,2016-06-28
2990,#crookedhillary               ,2016-06-28
2992,#potus                        ,2016-06-28
2993,#upupup                       ,2016-06-28
2995,#trump                        ,2016-06-28
3008,#scotus                       ,2016-06-28
3013,#turnuptovote                 ,2016-06-27
3032,#ohhillyes                    ,2016-06-27
3041,#maga                         ,2016-06-27
3041,#trump2016                    ,2016-06-27
3042,#dtmag                        ,2016-06-27
3045,#crookedhillary               ,2016-06-26
3056,#usmc2016                     ,2016-06-26
3057,#imwithher                    ,2016-06-26
3058,#nycpride                     ,2016-06-26
3068,#demplatform                  ,2016-06-26
3069,#demplatform                  ,2016-06-26
3070,#demplatform                  ,2016-06-26
3071,#demplatform                  ,2016-06-26
3078,#americafirst                 ,2016-06-26
3088,#westvirginia                 ,2016-06-25
3091,#imwithyou                    ,2016-06-24
3101,#brexitvote                   ,2016-06-24
3102,#brexit                       ,2016-06-24
3103,#brexitvote                   ,2016-06-24
3105,#brexitvote                   ,2016-06-24
3106,#brexitvote                   ,2016-06-24
3121,#democraticsitin              ,2016-06-23
3122,#imwithyou                    ,2016-06-23
