#nationalvoterregistrationday ,1
#womancard                    ,3
#hillaryoncnn                 ,1
#indprimary                   ,1
#indiana                      ,1
#estoyconella                 ,2
#msnbctownhall                ,1
#ctprimary                    ,1
#deprimary                    ,1
#mdprimary                    ,1
#paprimary                    ,2
#riprimary                    ,2
#nyprimary                    ,6
#earthday                     ,1
#prince                       ,1
#hillaryclinton               ,1
#hillaryongma                 ,1
#trump360                     ,1
#primaryday                   ,1
#newyorkvalues                ,5
#votetrumpny                  ,2
#ivoted                       ,1
#fightforfamilies             ,2
#eastvillage                  ,1
#lssc                         ,2
#houstonflood                 ,1
#hrc4pa                       ,1
#presidenttrump               ,1
#primary                      ,1
#haileypuckett                ,1
##                            ,1
#newday                       ,1
#wiprimary                    ,8
#wisconsin                    ,3
#votetrumpwi                  ,1
#racine                       ,1
#wausau                       ,1
#eauclaire                    ,1
#johnryder                    ,1
#'s                           ,2
#women4trump                  ,1
#derp                         ,1
#lyingted                     ,1
#nevercruz                    ,1
#westerntuesday               ,1
#utahcaucus                   ,1
#utcaucus                     ,1
#arizonaprimary               ,1
#azprimary                    ,2
#americansamoa                ,1
#brussels                     ,1
#arizona                      ,1
#aipac2016                    ,1
#wattersworld                 ,1
#trumpcountry                 ,1
#utah                         ,1
#mormon                       ,1
#utahprimary                  ,1
#utah4trump                   ,1
#az                           ,1
#ut                           ,1
#supertuesday                 ,5
#supertuesday                 ,1
#cnn                          ,1
#go                           ,1
#endcommoncore                ,1
#gopdebate                    ,10
#donald                       ,1
#lightweightsenatormarcorubio ,1
#trumpwaikiki                 ,1
#mahalo                       ,1
#mediafraud                   ,1
#msprimary                    ,1
#trumpdog                     ,1
#supersaturday                ,2
#littlemarco                  ,1
#kansascaucus                 ,1
#caucusfortrump               ,3
#votetrumpmi                  ,2
#morningjoe                   ,1
#kenlangone                   ,1
#neilcavuto                   ,1
#fox                          ,1
#ontherecord                  ,1
#fail#politician              ,1
#nascar                       ,1
#robotrubio                   ,1
#stopcommoncore               ,1
#greta                        ,1
#lonestarstate                ,1
#makeyoutubegreatagain        ,1
#noloyalty                    ,1
#nvcaucus                     ,1
#votetrumpnv                  ,3
#nevadacaucus                 ,1
#trumplv                      ,1
#trumpnv                      ,1
#votetrumpvt                  ,1
#votetrumpnc                  ,1
#votetrumpma                  ,1
#votetrumpil                  ,1
#bikersfortrump               ,1
#scprimary                    ,5
#watch                        ,1
#fairandbalancedmyass         ,1
#ted                          ,1
#southcarolina                ,1
#votetrumpsc                  ,5
#vaticanwalls                 ,1
#colbert                      ,1
#maitnerstrong                ,1
#ford                         ,1
#carrier                      ,1
#jobs                         ,1
#mexico                       ,1
#southcarolinaprimary         ,1
#fitn                         ,13
#nhprimary                    ,4
#votetrumpnh                  ,4
#commoncore                   ,1
#superbowlsunday              ,1
#sb50                         ,1
#gplfers                      ,1
#trumpsupporters              ,1
#newhampshire                 ,1
#nhpolitics                   ,2
#votersspeak                  ,1
#obamacare-                   ,1
#cruzfraud                    ,1
#iacaucus                     ,10
#thankavet                    ,1
#trump4vets                   ,1
#michaelmoore                 ,1
#foxnews                      ,3
#rogerailes                   ,1
#iowa                         ,1
#yuge                         ,1
#iowacaucus                   ,2
#newyork                      ,1
#jonas                        ,1
#wearebernie                  ,1
#wewanttrump                  ,1
#withcruzyoulose              ,1
#americagreatagain            ,1
#excellent                    ,1
#rnc                          ,1
#marybrigidmcmanamon          ,1
#commonlaw                    ,1
#naturalborn                  ,1
#tedcruz                      ,1
#cruz                         ,1
#laurencetribe                ,1
#economy                      ,1
#cbnnews                      ,1
#2016                         ,1
#harveypitt                   ,1
#iapolitics                   ,1
#sotu                         ,1
#goldenglobe                  ,1
#laurence                     ,1
#rubio-#bush                  ,1
#                             ,1
#davidcameron                 ,1
#wh'                          ,1
#trump4president              ,1
